completion_time,spatial_errors,target_distance
2000, 68.30,3
600.18, 1.29,0
1020.13, 19.51,1
1000.10, 13.45,2
1019.99, 4.18,0
1199.83, 4.76,2
640.02, 0.00,0
720.30, 1.33,0
1199.87, 23.01,2
1539.98, 24.94,3
1599.88, 4.91,2
799.83, 0.00,0
1320.04, 43.59,2
1159.92, 2.51,3
1560.05, 23.60,1
960.00, 6.82,1
1320.02, 3.76,2
1039.98, 5.98,1
1619.82, 6.45,2
680.28, 0.00,0
900.25, 0.75,0
2240.04, 2.68,2
679.99, 0.00,0
1339.84, 0.00,1
979.95, 0.00,1
639.91, 0.79,0
959.95, 0.00,1
1239.87, 2.43,2
1319.86, 3.44,3
659.84, 0.25,0
1299.93, 0.00,1
939.86, 1.25,1
1940.31, 9.27,3
2000, 2.02,2
820.16, 0.20,0
1079.96, 1.92,3
1340.16, 11.54,2
1120.01, 0.37,1
859.90, 0.00,1
1080.18, 1.36,1
1340.01, 2.25,2
740.05, 0.00,1
899.92, 5.82,0
660.05, 0.00,0
1279.93, 0.79,3
639.85, 0.86,0
1359.86, 7.77,3
1280.10, 8.51,2
620.21, 0.00,0
1639.93, 1.35,3
1540.05, 1.25,3
1240.04, 0.00,3
1320.16, 0.90,2
1939.92, 2.58,3
1300.16, 7.77,2
1239.97, 3.97,2
1320.00, 0.49,1
639.90, 0.93,0
1580.18, 14.07,3
1280.15, 4.28,2
1080.03, 0.00,2
940.29, 0.00,0
720.31, 0.00,0
1060.05, 0.00,1
1119.91, 8.32,2
1140.06, 0.21,3
1100.04, 0.74,3
1620.02, 22.08,3
1079.83, 0.00,1
680.29, 0.20,0
959.93, 0.23,1
659.85, 0.30,0
1219.90, 6.71,2
2000, 0.00,3
1280.13, 16.09,3
899.95, 1.51,1
1259.97, 2.87,3
1099.99, 0.00,1
700.28, 0.17,0
819.99, 1.06,1
1300.15, 8.01,2
1020.11, 0.00,2
1060.14, 0.00,3
660.06, 0.36,0
1360.06, 6.27,3
1219.89, 3.95,2
1239.93, 0.00,1
1160.04, 4.32,2
819.83, 1.20,0
1180.28, 0.00,1
839.86, 0.00,0
1159.97, 9.16,2
1640.25, 2.36,3
1099.98, 0.00,1
1399.87, 0.00,3
1520.02, 1.09,3
1219.91, 0.04,2
759.82, 1.62,0
1119.88, 3.38,0
1299.86, 4.74,2
1020.03, 0.00,1
1120.22, 1.34,2
1280.03, 0.00,2
979.87, 0.00,1
2000, 1.77,0
1079.96, 0.00,1
980.03, 2.73,2
1000.08, 1.71,3
639.85, 2.03,0
1280.10, 0.00,1
1820.16, 0.00,3
1399.92, 4.18,3
1360.05, 0.00,1
2000, 0.39,3
1159.90, 2.97,0
1020.12, 0.00,1
760.11, 2.42,0
919.95, 1.42,0
1040.15, 2.36,2
700.27, 0.78,0
1399.90, 5.64,3
1160.27, 0.00,1
1179.92, 5.14,3
999.98, 0.00,1
1500.05, 3.28,2
1399.81, 0.19,2
659.83, 0.00,0
1319.81, 3.89,2
780.13, 0.40,0
1240.03, 9.33,1
1520.04, 14.39,2
1100.00, 2.63,1
1020.03, 5.26,2
1520.12, 0.32,3
820.03, 3.11,0
640.20, 0.00,0
1160.26, 11.20,3
659.94, 0.00,0
1600.00, 3.11,3
1340.05, 6.15,1
859.86, 0.85,1
1800.15, 7.66,3
2000, 37.98,3
640.24, 0.52,0
959.87, 1.74,2
1180.29, 11.02,2
1139.94, 14.70,3
659.86, 0.00,0
599.83, 1.56,0
1439.89, 2.66,2
780.09, 0.45,0
879.90, 1.21,2
1040.13, 2.08,1
1080.20, 0.00,1
1119.90, 10.19,2
1580.17, 4.04,3
1500.09, 0.00,2
1120.03, 36.00,3
1080.03, 2.06,1
980.06, 1.43,1
1100.00, 3.03,1
1140.24, 8.62,2
1200.06, 1.19,3
1040.10, 1.75,0
620.03, 0.00,0
1339.97, 3.31,2
639.93, 0.59,0
1099.98, 6.70,2
880.04, 3.69,0
979.89, 0.40,1
1179.87, 0.00,2
739.93, 1.17,0
740.10, 1.11,1
1060.01, 0.89,1
1079.99, 1.12,2
620.03, 2.25,0
2000, 7.97,2
1140.21, 1.15,1
619.90, 1.85,0
739.95, 0.18,1
959.86, 5.03,1
919.89, 0.75,2
1400.03, 3.58,3
1600.22, 11.67,3
1260.13, 1.44,3
639.92, 1.62,0
1200.28, 16.47,2
1080.20, 4.01,0
1019.94, 2.79,3
1519.97, 9.87,3
819.80, 0.86,1
1219.93, 3.70,3
1020.14, 1.93,1
1620.21, 25.61,3
1299.81, 11.26,3
739.91, 0.00,0
1220.27, 3.84,2
1379.92, 7.15,2
1500.06, 5.44,3
1019.95, 0.25,1
760.13, 0.00,0
2020.04, 10.23,3
1239.91, 8.27,3
1080.00, 7.80,2
640.23, 0.00,0
1080.20, 6.37,1
1319.81, 1.90,3
699.84, 0.00,0
999.90, 1.00,1
1040.14, 4.92,2
839.88, 0.08,1
1259.90, 1.26,3
1119.88, 17.65,2
1179.82, 9.58,3
800.02, 2.30,0
2179.94, 4.58,1
760.12, 0.00,0
759.98, 0.06,1
1919.93, 5.07,2
1159.83, 12.33,2
919.93, 0.54,3
880.23, 0.00,0
939.85, 1.02,1
959.99, 0.00,2
659.93, 0.61,0
1040.15, 0.83,1
699.94, 0.00,0
799.82, 0.00,0
1099.85, 5.60,2
1219.96, 1.44,3
1139.90, 0.21,2
1360.00, 14.08,3
980.05, 0.50,1
819.84, 3.13,1
1240.09, 2.26,3
899.91, 0.00,2
800.15, 2.48,1
1179.97, 28.53,3
1100.19, 12.10,3
1120.03, 12.42,2
939.88, 5.39,1
1559.85, 16.88,2
1219.97, 17.83,3
620.04, 0.00,0
880.25, 0.00,0
1120.24, 22.95,2
679.95, 0.00,0
1000.06, 6.10,2
2000, 3.74,2
640.22, 0.00,0
1480.01, 2.86,1
1099.83, 1.10,3
639.86, 0.30,0
1060.00, 7.46,1
759.92, 0.00,0
1600.16, 19.41,2
899.84, 1.07,1
800.00, 0.00,0
979.91, 4.21,1
639.81, 0.62,0
1139.84, 1.30,1
1060.02, 7.88,1
1180.26, 2.49,3
1240.07, 12.25,2
1280.01, 6.55,3
1380.22, 4.26,3
1480.29, 8.49,3
1720.06, 5.29,3
1120.17, 9.57,1
679.84, 0.00,0
1000.00, 2.31,2
1439.89, 2.77,2
699.95, 1.16,1
1060.04, 0.00,3
1039.92, 4.02,0
859.84, 3.56,0
679.89, 0.03,0
1099.82, 0.60,3
1440.06, 1.76,2
820.12, 3.52,0
740.11, 0.00,0
1459.98, 0.00,3
1240.08, 0.74,2
659.81, 0.43,0
919.83, 1.76,2
1020.09, 5.79,1
859.88, 0.82,2
999.91, 2.38,1
1020.13, 4.58,0
2000, 0.00,2
1059.95, 0.00,2
939.88, 3.45,0
919.90, 0.56,1
1100.22, 10.76,2
639.83, 1.88,0
1240.09, 1.33,3
740.03, 1.44,1
959.84, 1.80,1
779.93, 0.57,1
1320.04, 0.69,3
1760.12, 0.00,3
820.01, 2.70,1
1380.22, 3.38,3
1040.10, 0.77,3
1080.04, 1.38,2
1099.88, 10.68,2
860.02, 0.00,1
1119.88, 0.00,3
1239.99, 11.94,2
599.89, 1.58,0
1579.84, 24.51,2
1060.02, 6.88,1
940.27, 3.73,0
820.15, 2.37,2
919.88, 2.25,1
2800.10, 15.19,3
719.89, 1.65,0
1479.93, 9.25,1
1080.13, 0.89,2
1120.24, 15.94,2
1019.96, 12.84,1
1000.08, 2.10,3
1100.15, 1.43,3
980.00, 2.18,3
1019.81, 1.92,3
1640.21, 8.49,1
620.22, 0.28,0
1379.81, 5.57,3
1160.24, 3.60,3
980.29, 10.82,2
800.13, 1.99,0
1699.87, 12.24,3
1360.18, 6.47,1
999.90, 4.76,0
939.94, 0.93,2
1020.03, 3.44,2
1439.92, 4.89,3
1100.00, 9.98,1
1019.81, 8.53,2
620.01, 2.41,0
1179.83, 4.27,1
800.10, 2.56,0
619.80, 0.00,0
1040.00, 7.79,1
2679.96, 1.77,1
1360.03, 0.00,3
959.91, 0.00,1
1559.96, 1.70,3
1120.21, 1.92,2
619.88, 0.00,0
1120.18, 0.23,3
1619.87, 2.26,2
680.05, 0.00,0
619.81, 0.33,0
1160.27, 3.67,2
980.08, 0.00,1
1140.23, 0.00,3
1199.87, 6.63,2
1000.09, 0.00,1
1480.06, 3.75,3
880.21, 0.00,1
1099.88, 3.76,2
1060.01, 0.00,1
719.88, 1.78,0
2079.99, 13.32,3
639.86, 1.53,0
980.08, 1.00,2
819.99, 1.09,1
1039.98, 1.18,3
1959.98, 1.67,2
680.27, 0.31,0
779.80, 0.64,0
1459.94, 0.12,2
979.88, 0.00,1
639.93, 0.52,0
1799.98, 3.82,3
940.24, 0.69,1
620.02, 1.68,0
1159.87, 8.85,3
859.79, 0.52,2
599.88, 3.30,0
1199.95, 17.88,1
1320.18, 32.43,3
1159.80, 8.13,1
639.84, 2.40,0
620.16, 1.49,0
1199.87, 11.56,3
1239.90, 21.58,2
880.02, 3.18,0
1139.84, 10.82,1
1080.12, 2.67,0
1459.91, 15.37,2
1140.23, 3.57,3
680.25, 0.00,0
1040.16, 11.80,1
1080.13, 7.42,1
1120.22, 20.07,2
1099.83, 5.74,1
1699.90, 1.94,3
739.92, 0.20,0
1180.22, 15.59,1
1100.02, 9.61,3
980.07, 1.28,2
1300.13, 11.65,3
900.23, 0.67,3
879.83, 1.58,2
1520.03, 19.51,3
1100.16, 0.32,2
1240.08, 12.38,2
1039.81, 17.81,2
699.92, 0.00,0
860.15, 0.38,1
859.87, 0.46,2
1079.86, 4.65,1
919.92, 2.90,0
1240.28, 12.55,3
1539.81, 2.06,2
799.83, 0.92,0
1179.94, 2.98,3
820.19, 0.00,1
1200.24, 5.26,2
700.28, 0.89,0
3340.14, 11.46,2
959.92, 2.93,3
1359.81, 7.33,2
1360.20, 3.73,2
619.87, 1.84,0
1339.87, 0.00,1
979.98, 0.00,1
1119.86, 0.00,1
1160.24, 0.00,1
1380.03, 8.36,3
820.02, 4.49,0
1239.88, 2.45,3
1060.01, 0.00,1
1599.85, 7.41,2
1579.81, 5.03,3
660.21, 1.03,0
640.03, 0.81,0
1319.99, 5.06,3
1280.02, 0.00,2
1179.87, 0.00,1
1240.08, 7.54,3
620.02, 1.16,0
1120.20, 1.96,0
1380.01, 5.75,3
1719.96, 2.12,3
620.17, 0.01,0
1040.14, 0.00,1
959.84, 0.00,1
1259.91, 5.58,2
1379.83, 7.80,2
880.24, 2.17,0
1140.18, 6.61,1
1180.23, 14.61,1
1760.13, 32.37,3
1360.20, 3.02,2
1059.96, 13.36,3
600.03, 0.00,0
599.81, 0.00,0
1020.10, 7.76,2
1339.80, 4.98,1
779.79, 2.56,1
1500.12, 0.00,2
1439.83, 4.69,1
1319.96, 27.33,3
1220.26, 6.87,1
1139.87, 0.00,3
780.03, 1.51,1
760.10, 2.75,0
860.21, 4.34,1
660.26, 0.00,0
979.86, 2.73,2
1479.89, 15.95,3
1299.93, 3.80,2
739.95, 0.00,0
1520.13, 3.49,3
1520.14, 4.26,3
2899.90, 15.37,2
1400.27, 9.10,2
640.21, 0.00,0
960.08, 1.20,1
719.96, 0.00,0
1020.06, 0.00,2
1179.88, 1.45,3
1040.02, 2.52,2
659.92, 0.14,0
1539.81, 3.82,3
2600.34, 17.33,2
1659.96, 3.50,2
719.79, 0.00,0
1519.94, 3.45,3
1079.90, 0.40,2
639.79, 1.96,0
1100.06, 12.17,3
640.36, 1.75,0
819.79, 3.83,2
980.10, 2.17,1
679.94, 0.16,0
1379.81, 2.37,1
1120.02, 4.43,3
759.90, 3.12,0
1139.98, 0.72,2
1440.17, 3.16,3
1000.14, 0.00,2
800.12, 2.01,1
640.38, 0.00,0
1279.67, 1.64,3
859.88, 0.55,0
1140.34, 0.20,3
1279.86, 3.95,1
2000, 3.68,1
1119.98, 18.78,2
640.38, 0.00,0
1100.14, 7.98,3
819.84, 1.89,1
660.02, 0.00,0
1060.27, 7.85,1
999.96, 12.14,1
1139.77, 0.95,2
2579.88, 1.67,3
1240.44, 10.54,2
959.86, 1.18,1
1119.98, 2.45,3
1560.31, 12.23,2
859.98, 1.76,1
839.90, 2.42,1
580.12, 2.82,0
1120.32, 12.05,1
1560.00, 17.59,3
1159.96, 6.24,3
919.79, 2.25,1
1200.10, 8.04,2
700.06, 0.00,0
700.40, 0.00,0
939.94, 2.08,1
1439.86, 0.00,3
1199.82, 8.44,3
639.71, 0.00,0
1080.02, 9.60,3
1539.96, 16.03,3
680.02, 0.00,0
1060.25, 0.49,2
1579.96, 5.57,3
639.96, 0.91,0
1259.82, 6.42,1
819.75, 0.42,1
1359.77, 5.67,3
919.96, 1.54,1
780.10, 2.94,1
599.90, 3.16,0
1339.90, 6.44,2
1839.75, 5.92,3
1139.79, 10.01,2
620.14, 0.00,0
1039.84, 4.30,2
679.75, 0.10,0
2819.86, 12.50,2
1159.94, 8.15,2
1120.32, 2.03,2
1020.23, 2.23,3
999.98, 8.28,2
1319.69, 0.81,3
739.80, 0.09,0
1099.69, 0.39,3
1359.73, 3.81,2
1540.04, 2.57,3
899.84, 0.00,2
1219.84, 9.82,3
1600.29, 1.33,3
960.19, 4.27,0
659.98, 0.00,0
1020.12, 5.34,1
1260.46, 3.42,1
1080.32, 3.00,2
619.69, 0.00,0
780.06, 0.00,1
1199.96, 0.00,3
880.60, 2.02,3
919.80, 0.16,1
919.86, 2.21,2
799.80, 2.06,1
779.82, 1.11,2
639.69, 1.62,0
820.12, 2.68,2
919.73, 3.11,1
779.69, 2.51,1
740.06, 0.00,1
860.54, 2.59,2
600.32, 0.98,0
899.75, 3.66,0
839.98, 0.17,0
1139.73, 5.58,1
1299.67, 2.56,3
919.71, 0.85,2
740.12, 0.38,0
1100.34, 0.00,1
699.75, 1.07,0
840.12, 0.32,2
620.36, 0.11,0
640.04, 1.43,0
1060.25, 0.54,2
1099.96, 3.65,2
1000.06, 0.00,3
700.00, 0.55,0
799.82, 0.00,1
939.86, 3.05,1
659.77, 0.00,0
2179.96, 2.21,3
959.94, 0.00,2
1079.71, 3.12,1
1579.98, 0.00,3
1079.94, 4.20,1
740.40, 0.36,1
2080.14, 2.56,3
1359.81, 0.00,3
880.60, 0.87,2
1019.94, 4.11,2
780.48, 1.69,1
1199.79, 1.28,3
1040.04, 5.76,1
640.32, 0.00,0
959.90, 0.00,3
1139.75, 6.35,2
1019.94, 2.84,2
1080.29, 3.48,1
720.14, 0.32,0
920.58, 2.56,1
1100.34, 4.63,3
1279.82, 6.25,2
599.71, 0.03,0
1140.32, 0.31,3
619.73, 0.00,0
1319.71, 5.77,0
1760.10, 103.14,2
1419.73, 34.02,3
1240.06, 21.43,3
1099.90, 2.36,0
1259.81, 48.54,3
1039.96, 22.24,2
1099.69, 9.04,1
979.84, 6.81,1
699.69, 0.00,0
1140.00, 5.87,1
1500.12, 28.91,3
2000, 5.70,3
660.40, 1.13,0
700.36, 2.16,0
1080.02, 13.36,2
1119.73, 31.52,3
619.92, 0.00,0
600.06, 2.15,0
1439.94, 24.27,2
1159.81, 23.04,1
1959.84, 26.98,3
1119.67, 4.18,1
1079.86, 10.21,3
739.86, 1.25,0
1140.08, 25.14,2
1040.29, 6.78,1
700.10, 0.00,0
1000.19, 8.22,1
1280.10, 15.51,2
940.17, 4.81,1
820.12, 2.51,1
1139.98, 3.02,3
859.98, 3.61,2
1060.10, 15.03,2
1779.92, 5.41,2
1220.42, 5.52,1
1040.23, 14.93,2
859.75, 0.00,0
760.08, 0.71,0
860.54, 2.98,2
1379.71, 2.42,3
1160.06, 0.96,2
959.75, 1.65,2
859.96, 0.55,0
659.79, 0.00,0
1139.98, 0.28,2
1100.27, 5.09,3
939.82, 0.78,3
1199.67, 6.81,3
1120.14, 5.96,3
1119.90, 5.91,3
1100.04, 3.74,1
1080.27, 6.97,3
959.82, 0.00,1
1180.10, 1.33,3
1220.40, 9.81,1
979.88, 0.00,0
1100.06, 3.65,1
800.10, 0.07,0
1039.67, 6.13,1
1119.71, 2.51,2
1279.77, 0.00,3
899.90, 1.48,1
940.02, 0.22,1
779.82, 0.00,0
1039.88, 4.68,2
879.84, 0.15,0
979.90, 0.75,1
679.71, 0.00,0
1220.40, 17.09,2
1079.98, 23.50,2
1640.12, 23.52,2
660.02, 0.00,0
1440.00, 14.12,3
719.98, 0.00,0
799.88, 1.36,2
639.73, 1.84,0
1239.81, 1.87,1
1379.79, 15.31,2
680.10, 1.25,0
1259.88, 6.51,1
1499.96, 20.39,3
860.54, 0.25,0
2000, 8.52,2
1139.71, 4.82,3
2499.77, 2.73,3
1299.73, 5.11,3
800.06, 1.77,1
1059.90, 11.71,2
879.96, 1.50,1
819.96, 1.71,1
1159.81, 15.43,3
700.12, 0.04,0
1180.42, 2.93,1
799.84, 1.32,2
1239.71, 0.78,3
739.73, 1.29,0
740.06, 0.31,0
800.46, 2.65,1
1099.75, 6.99,2
1140.10, 4.04,1
840.58, 2.22,2
2000, 6.65,3
639.69, 0.00,0
1240.48, 8.11,1
1120.29, 8.65,2
1079.92, 16.54,3
1279.88, 0.00,1
659.79, 0.47,0
1660.02, 0.00,2
959.90, 1.31,1
1319.84, 0.00,3
1139.90, 0.00,2
600.34, 1.65,0
1259.73, 0.09,3
1079.65, 1.01,2
800.54, 2.10,0
1260.40, 0.00,3
1260.08, 0.00,3
580.06, 0.50,0
600.27, 1.12,0
1480.17, 0.00,3
1240.46, 2.06,3
899.77, 1.90,1
2039.86, 0.00,3
860.60, 4.02,0
1060.31, 1.07,2
919.80, 0.09,1
799.82, 0.30,1
839.90, 0.00,1
1080.27, 0.28,2
1159.79, 2.40,3
919.75, 0.26,1
1520.25, 3.31,3
1079.94, 3.16,2
1039.65, 2.20,2
819.84, 0.00,1
999.90, 5.52,0
1019.96, 1.21,2
720.38, 1.17,0
1060.04, 0.99,2
860.52, 0.00,1
740.38, 1.45,0
960.04, 15.03,0
1360.60, 52.69,1
1179.96, 10.36,3
699.80, 1.38,0
679.98, 1.14,0
739.80, 4.18,1
1039.88, 18.28,1
1279.86, 28.47,2
980.00, 9.60,2
1740.06, 3.21,1
1340.10, 25.12,2
1119.92, 1.28,3
620.27, 1.59,0
1999.77, 43.51,2
1399.90, 0.40,3
740.46, 0.74,0
1520.10, 14.62,2
939.73, 4.19,1
1240.06, 40.42,2
879.67, 1.72,1
720.08, 0.39,0
1460.62, 30.44,2
660.10, 0.00,0
680.40, 0.85,0
620.00, 2.37,0
979.92, 15.27,1
2060.00, 4.55,3
859.80, 2.18,1
1320.46, 35.39,3
1120.29, 2.61,3
1380.00, 8.48,3
1260.44, 11.29,3
880.52, 1.38,2
1240.46, 6.63,2
860.12, 0.26,1
1359.69, 27.15,3
